time,vehicles
18842,0
18848,0
18854,0
18860,0
18866,0
18872,0
18878,0
18884,0
18900,0
18906,0
18912,0
18918,0
18924,0
18930,0
18936,0
18942,0
18948,0
18954,1
18960,0
18966,0
18972,0
18978,0
18984,0
19000,0
19006,0
19012,0
19018,0
19024,0
19030,0
19036,0
19042,0
19048,0
19054,0
19060,0
19066,0
19072,0
19078,0
19084,0
19100,0
19106,0
19112,0
19118,0
19124,0
19130,0
19136,0
19142,0
19148,0
19154,0
19160,0
19166,0
19172,0
19178,1
19184,0
19200,0
19206,0
19212,0
19218,0
19224,0
19230,0
19236,0
19242,0
19248,0
19254,0
19260,0
19266,0
19272,0
19278,0
19284,0
19300,0
19306,0
19312,0
19318,1
19324,1
19330,0
19336,0
19342,0
19348,0
19354,0
19360,0
19366,0
19372,1
19378,0
19384,0
19400,0
19406,0
19412,0
19418,0
19424,1
19430,0
19436,0
19442,0
19448,0
19454,0
19460,0
19466,0
19472,0
19478,0
19484,0
19500,0
19506,0
19512,0
19518,0
19524,0
19530,0
19536,0
19542,0
19548,0
19554,0
19560,0
19566,0
19572,0
19578,0
19584,0
19600,0
19606,0
19612,0
19618,1
19624,0
19630,0
19636,0
19642,0
19648,0
19654,0
19660,0
19666,0
19672,0
19678,0
19684,0
19700,0
19706,1
19712,0
19718,0
19724,0
19730,0
19736,0
19742,1
19748,0
19754,0
19760,0
19766,0
19772,0
19778,0
19784,0
19800,0
19806,0
19812,0
19818,0
19824,0
19830,0
19836,0
19842,1
19848,0
19854,0
19860,0
19866,0
19872,0
19878,0
19884,0
19900,0
19906,0
19912,0
19918,0
19924,0
19930,0
19936,0
19942,1
19948,0
19954,0
19960,0
19966,1
19972,0
19978,0
19984,0
20000,0
20006,0
20012,0
20018,0
20024,0
20030,0
20036,0
20042,0
20048,0
20054,0
20060,0
20066,0
20072,0
20078,0
20084,0
20100,1
20106,0
20112,0
20118,0
20124,0
20130,0
20136,1
20142,0
20148,0
20154,0
20160,0
20166,0
20172,0
20178,0
20184,0
20200,0
20206,0
20212,0
20218,0
20224,0
20230,0
20236,0
20242,0
20248,0
20254,0
20260,0
20266,0
20272,0
20278,0
20284,0
20300,0
20306,0
20312,0
20318,0
20324,1
20330,0
20336,0
20342,0
20348,0
20354,0
20360,0
20366,1
20372,0
20378,0
20384,0
20400,0
20406,0
20412,0
20418,0
20424,0
20430,0
20436,0
20442,0
20448,0
20454,0
20460,0
20466,0
20472,0
20478,0
20484,0
20500,0
20506,0
20512,0
20518,0
20524,0
20530,0
20536,0
20542,1
20548,0
20554,0
20560,0
20566,0
20572,0
20578,0
20584,0
20600,0
20606,1
20612,1
20618,0
20624,0
20630,0
20636,0
20642,0
20648,0
20654,0
20660,0
20666,0
20672,0
20678,0
20684,0
20700,0
20706,0
20712,0
20718,0
20724,0
20730,0
20736,0
20742,0
20748,0
20754,0
20760,0
20766,0
20772,0
20778,0
20784,0
20800,0
20806,1
20812,0
20818,0
20824,0
20830,0
20836,0
20842,0
20848,0
20854,0
20860,0
20866,0
20872,1
20878,0
20884,0
20900,0
20906,0
20912,0
20918,0
20924,0
20930,1
20936,0
20942,0
20948,0
20954,1
20960,0
20966,0
20972,0
20978,0
20984,0
21000,0
21006,0
21012,1
21018,0
21024,0
21030,0
21036,0
21042,0
21048,0
21054,0
21060,1
21066,0
21072,0
21078,0
21084,0
21100,0
21106,0
21112,0
21118,0
21124,0
21130,0
21136,0
21142,0
21148,1
21154,0
21160,0
21166,1
21172,0
21178,0
21184,0
21200,0
21206,0
21212,0
21218,0
21224,0
21230,0
21236,0
21242,0
21248,0
21254,0
21260,0
21266,0
21272,0
21278,0
21284,0
21300,1
21306,0
21312,0
21318,0
21324,0
21330,0
21336,0
21342,0
21348,0
21354,0
21360,0
21366,0
21372,0
21378,0
21384,0
21400,0
21406,0
21412,0
21418,0
21424,1
21430,0
21436,0
21442,0
21448,0
21454,0
21460,0
21466,0
21472,0
21478,0
21484,1
21500,0
21506,0
21512,0
21518,0
21524,0
21530,0
21536,0
21542,0
21548,0
21554,0
21560,0
21566,0
21572,0
21578,0
21584,0
21600,0
21606,0
21612,0
21618,0
21624,0
21630,0
21636,0
21642,0
21648,0
21654,0
21660,0
21666,0
21672,0
21678,0
21684,0
21700,0
21706,0
21712,0
21718,0
21724,0
21730,0
21736,0
21742,0
21748,0
21754,0
21760,0
21766,0
21772,0
21778,0
21784,1
21800,0
21806,0
21812,0
21818,0
21824,0
21830,0
21836,0
21842,1
21848,0
21854,0
21860,0
21866,0
21872,0
21878,0
21884,0
21900,0
21906,0
21912,0
21918,0
21924,0
21930,0
21936,0
21942,0
21948,0
21954,0
21960,0
21966,0
21972,0
21978,0
21984,0
22000,0
22006,0
22012,0
22018,0
22024,0
22030,0
22036,0
22042,0
22048,0
22054,0
22060,0
22066,0
22072,0
22078,0
22084,0
22100,0
22106,0
22112,0
22118,0
22124,0
22130,0
22136,0
22142,0
22148,0
22154,0
22160,0
22166,1
22172,0
22178,0
22184,0
22200,0
22206,0
22212,0
22218,0
22224,1
22230,0
22236,0
22242,0
22248,0
22254,0
22260,0
22266,0
22272,0
22278,0
22284,0
22300,0
22306,0
22312,0
22318,0
22324,0
22330,0
22336,0
22342,0
22348,0
22354,0
22360,0
22366,0
22372,0
22378,0
22384,0
22400,0
22406,0
22412,0
22418,0
22424,0
22430,0
22436,0
22442,0
22448,0
22454,0
22460,0
22466,0
22472,0
22478,0
22484,0
22500,0
22506,0
22512,1
22518,0
22524,0
22530,0
22536,0
22542,0
22548,0
22554,0
22560,0
22566,0
22572,0
22578,0
22584,0
22600,0
22606,0
22612,0
22618,0
22624,0
22630,0
22636,0
22642,0
22648,0
22654,0
22660,0
22666,0
22672,0
22678,0
22684,0
22700,0
22706,1
22712,0
22718,0
22724,0
22730,0
22736,0
22742,1
22748,0
22754,0
22760,0
22766,0
22772,0
22778,0
22784,0
22800,0
22806,0
22812,0
22818,0
22824,0
22830,0
22836,0
22842,0
22848,0
22854,0
22860,0
22866,1
22872,0
22878,0
22884,0
22900,0
22906,0
22912,0
22918,1
22924,0
22930,0
22936,0
22942,0
22948,0
22954,0
22960,0
22966,0
22972,0
22978,1
22984,0
23000,0
23006,0
23012,1
23018,1
23024,0
23030,0
23036,0
23042,0
23048,0
23054,0
23060,0
23066,0
23072,0
23078,0
23084,0
23100,1
23106,0
23112,0
23118,0
23124,0
23130,0
23136,0
23142,0
23148,0
23154,0
23160,0
23166,0
23172,0
23178,0
23184,0
23200,0
23206,0
23212,0
23218,0
23224,0
23230,0
23236,0
23242,1
23248,0
23254,0
23260,0
23266,0
23272,0
23278,0
23284,0
23300,0
23306,0
23312,0
23318,0
23324,0
23330,1
23336,0
23342,0
23348,0
23354,0
23360,0
23366,0
23372,0
23378,0
23384,0
23400,0
23406,0
23412,0
23418,0
23424,0
23430,0
23436,0
23442,0
23448,0
23454,0
23460,0
23466,0
23472,0
23478,0
23484,0
23500,0
23506,0
23512,0
23518,0
23524,0
23530,0
23536,0
23542,0
23548,0
23554,0
23560,0
23566,1
23572,0
23578,0
23584,0
23600,0
23606,0
23612,1
23618,0
23624,0
23630,0
23636,0
23642,0
23648,0
23654,0
23660,0
23666,0
23672,0
23678,0
23684,0
23700,0
23706,0
23712,0
23718,0
23724,0
23730,0
23736,0
23742,0
23748,0
23754,0
23760,0
23766,0
23772,0
23778,0
23784,1
23800,0
23806,0
23812,0
23818,0
23824,0
23830,0
23836,0
23842,0
23848,0
23854,1
23860,0
23866,0
23872,0
23878,0
23884,0
23900,0
23906,0
23912,0
23918,0
23924,0
23930,1
23936,0
23942,0
23948,0
23954,0
23960,0
23966,0
23972,0
23978,1
23984,0
24000,0
24006,0
24012,0
24018,0
24024,0
24030,1
24036,1
24042,0
24048,0
24054,0
24060,0
24066,0
24072,0
24078,0
24084,0
24100,0
24106,0
24112,0
24118,0
24124,0
24130,1
24136,0
24142,0
24148,0
24154,0
24160,0
24166,0
24172,0
24178,0
24184,0
24200,0
24206,0
24212,0
24218,0
24224,0
24230,0
24236,0
24242,0
24248,1
24254,0
24260,0
24266,0
24272,0
24278,0
24284,1
24300,0
24306,0
24312,0
24318,0
24324,0
24330,0
24336,0
24342,0
24348,0
24354,0
24360,0
24366,0
24372,0
24378,0
24384,0
24400,0
24406,0
24412,0
24418,1
24424,0
24430,0
24436,0
24442,0
24448,0
24454,0
24460,0
24466,0
24472,0
24478,0
24484,0
24500,0
24506,0
24512,0
24518,0
24524,0
24530,0
24536,0
24542,0
24548,0
24554,1
24560,0
24566,0
24572,0
24578,0
24584,0
24600,0
24606,0
24612,0
24618,0
24624,0
24630,1
24636,0
24642,0
24648,0
24654,0
24660,0
24666,0
24672,0
24678,0
24684,0
24700,0
24706,1
24712,0
24718,0
24724,0
24730,0
24736,0
24742,0
24748,1
24754,0
24760,0
24766,0
24772,0
24778,0
24784,0
24800,0
24806,0
24812,0
24818,0
24824,0
24830,0
24836,0
24842,0
24848,0
24854,0
24860,1
24866,0
24872,0
24878,0
24884,0
24900,0
24906,0
24912,0
24918,0
24924,0
24930,0
24936,0
24942,0
24948,0
24954,0
24960,0
24966,0
24972,0
24978,0
24984,0
25000,0
25006,0
25012,0
25018,0
25024,0
25030,0
25036,0
25042,0
25048,0
25054,0
25060,0
25066,0
25072,0
25078,0
25084,0
25100,0
25106,0
25112,0
25118,0
25124,0
25130,0
25136,0
25142,0
25148,0
25154,0
25160,0
25166,0
25172,0
25178,0
25184,0
25200,0
25206,0
25212,0
25218,0
25224,0
25230,0
25236,0
25242,0
25248,0
25254,0
25260,0
25266,0
25272,0
25278,0
25284,0
25300,0
25306,0
25312,0
25318,0
25324,0
25330,0
25336,0
25342,0
25348,0
25354,0
25360,0
25366,0
25372,0
25378,0
25384,0
25400,0
25406,0
25412,0
25418,0
25424,0
25430,0
25436,1
25442,0
25448,0
25454,0
25460,0
25466,0
25472,0
25478,0
25484,0
25500,0
25506,1
25512,1
25518,0
25524,0
25530,0
25536,0
25542,0
25548,0
25554,0
25560,0
25566,0
25572,0
25578,0
25584,0
25600,0
25606,0
25612,0
25618,0
25624,0
25630,0
25636,1
25642,0
25648,0
25654,0
25660,0
25666,0
25672,0
25678,0
25684,0
25700,1
25706,0
25712,0
25718,0
25724,0
25730,1
25736,0
25742,0
25748,0
25754,0
25760,0
25766,0
25772,0
25778,0
25784,0
25800,1
25806,1
25812,0
25818,0
25824,0
25830,0
25836,0
25842,0
25848,0
25854,0
25860,0
25866,0
25872,1
25878,0
25884,0
25900,0
25906,0
25912,0
25918,0
25924,0
25930,0
25936,0
25942,0
25948,1
25954,0
25960,0
25966,0
25972,0
25978,0
25984,0
26000,0
26006,0
26012,0
26018,0
26024,0
26030,0
26036,0
26042,0
26048,0
26054,0
26060,0
26066,0
26072,0
26078,0
26084,0
26100,0
26106,0
26112,0
26118,0
26124,0
26130,0
26136,0
26142,0
26148,0
26154,0
26160,0
26166,0
26172,0
26178,0
26184,0
26200,0
26206,0
26212,0
26218,0
26224,0
26230,0
26236,0
26242,0
26248,0
26254,0
26260,0
26266,0
26272,0
26278,0
26284,1
26300,0
26306,0
26312,0
26318,0
26324,0
26330,0
26336,0
26342,0
26348,0
26354,0
26360,0
26366,0
26372,0
26378,0
26384,0
26400,0
26406,0
26412,0
26418,0
26424,0
26430,0
26436,0
26442,0
26448,1
26454,0
26460,0
26466,0
26472,0
26478,0
26484,0
26500,0
26506,0
26512,0
26518,0
26524,0
26530,0
26536,0
26542,0
26548,0
26554,0
26560,0
26566,1
26572,0
26578,0
26584,0
26600,0
26606,0
26612,0
26618,0
26624,0
26630,0
26636,0
26642,0
26648,0
26654,0
26660,0
26666,0
26672,0
26678,0
26684,0
26700,0
26706,0
26712,0
26718,0
26724,0
26730,0
26736,0
26742,0
26748,0
26754,0
26760,0
26766,0
26772,0
26778,0
26784,0
26800,0
26806,0
26812,0
26818,0
26824,0
26830,1
26836,0
26842,0
26848,0
26854,0
26860,0
26866,0
26872,0
26878,0
26884,0
26900,0
26906,0
26912,0
26918,0
26924,1
26930,0
26936,0
26942,0
26948,0
26954,0
26960,0
26966,0
26972,0
26978,0
26984,0
27000,0
27006,0
27012,0
27018,0
27024,0
27030,0
27036,0
27042,0
27048,0
27054,0
27060,0
27066,0
27072,0
27078,0
27084,0
27100,0
27106,0
27112,0
27118,0
27124,0
27130,0
27136,0
27142,0
27148,0
27154,0
27160,1
27166,0
27172,0
27178,0
27184,0
27200,0
27206,0
27212,0
27218,0
27224,0
27230,0
27236,0
27242,0
27248,0
27254,0
27260,0
27266,0
27272,0
27278,0
27284,0
27300,0
27306,0
27312,0
27318,0
27324,0
27330,0
27336,0
27342,0
27348,0
27354,0
27360,0
27366,0
27372,0
27378,0
27384,0
27400,0
27406,0
27412,0
27418,0
27424,0
27430,0
27436,0
27442,0
27448,0
27454,0
27460,0
27466,0
27472,0
27478,0
27484,0
27500,0
27506,0
27512,0
27518,0
27524,0
27530,0
27536,0
27542,0
27548,0
27554,0
27560,0
27566,0
27572,0
27578,0
27584,0
27600,0
27606,0
27612,0
27618,0
27624,0
27630,0
27636,0
27642,0
27648,0
27654,0
27660,0
27666,0
27672,0
27678,0
27684,0
27700,0
27706,0
27712,0
27718,0
27724,0
27730,0
27736,1
27742,0
27748,0
27754,0
27760,0
27766,0
27772,0
27778,0
27784,0
27800,0
27806,0
27812,0
27818,0
27824,0
27830,0
27836,0
27842,0
27848,0
27854,0
27860,0
27866,0
27872,0
27878,0
27884,0
27900,0
27906,0
27912,0
27918,0
27924,0
27930,1
27936,0
27942,0
27948,0
27954,0
27960,0
27966,0
27972,0
27978,0
27984,0
28000,0
28006,0
28012,0
28018,0
28024,0
28030,0
28036,0
28042,0
28048,0
28054,0
28060,0
28066,0
28072,0
28078,0
28084,0
28100,0
28106,0
28112,0
28118,0
28124,0
28130,0
28136,0
28142,0
28148,0
28154,0
28160,0
28166,0
28172,0
28178,0
28184,0
28200,0
28206,0
28212,0
28218,0
28224,0
28230,0
28236,0
28242,0
28248,0
28254,0
28260,0
28266,0
28272,0
28278,0
28284,0
28300,0
28306,0
28312,0
28318,0
28324,0
28330,0
28336,0
28342,0
28348,0
28354,0
28360,0
28366,0
28372,0
28378,0
28384,0
28400,0
28406,0
28412,0
28418,0
28424,0
